,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
3936,1,1,43,0,0,6.0,2,2.0,2
3937,1,1,29,2,0,9.0,0,2.0,5
3938,0,0,27,2,5,1.0,2,2.0,5
3939,0,0,23,0,5,6.0,2,3.0,2
3940,1,1,42,2,0,8.0,1,4.0,5
3941,1,0,65,2,4,9.0,2,3.0,5
3942,1,1,57,2,4,1.0,0,5.0,5
3943,1,1,30,2,1,0.0,2,3.0,5
3944,1,1,51,2,0,0.0,0,4.0,5
3945,1,1,39,2,0,10.0,2,2.0,3
3946,0,0,41,2,0,1.0,2,1.0,5
3947,1,0,29,0,8,9.0,2,4.0,2
3948,1,1,76,2,7,0.0,2,2.0,3
3949,1,0,33,2,0,0.0,2,1.0,1
3950,1,0,23,0,5,8.0,2,4.0,0
3951,0,1,33,2,8,8.0,1,2.0,5
3952,0,0,43,2,2,3.0,2,2.0,3
3953,1,1,32,0,1,0.0,2,2.0,5
3954,1,1,65,2,3,1.0,2,1.0,5
3955,1,1,49,0,1,1.0,2,2.0,3
3956,0,1,48,2,6,1.0,2,4.0,5
3957,0,1,39,2,5,8.0,0,2.0,5
3958,1,0,27,2,0,1.0,2,3.0,5
3959,0,0,36,2,5,2.0,2,1.0,5
3960,1,1,76,0,3,0.0,2,1.0,5
3961,1,1,35,2,0,9.0,0,2.0,5
3962,1,1,35,2,0,8.0,2,4.0,6
3963,0,1,48,0,1,4.0,2,1.0,3
3964,1,0,23,0,5,0.0,2,3.0,1
3965,0,1,42,2,0,5.0,2,1.0,5
3966,1,1,41,2,0,0.0,1,3.0,5
3967,1,1,29,0,4,0.0,1,3.0,5
3968,1,1,60,2,3,0.0,2,2.0,2
3969,0,1,46,2,0,1.0,0,3.0,5
3970,0,0,31,0,9,0.0,2,1.0,6
3971,0,0,20,0,5,8.0,2,4.0,1
3972,0,0,31,0,5,0.0,2,4.0,5
3973,1,0,26,0,1,0.0,2,2.0,5
3974,1,1,28,0,0,1.0,2,2.0,5
3975,0,0,18,0,5,7.0,2,6.0,5
3976,0,0,30,0,5,7.0,2,6.0,3
3977,0,0,39,2,3,11.0,2,1.0,5
3978,1,1,74,2,3,1.0,0,2.0,5
3979,0,0,52,2,0,9.0,2,1.0,5
3980,1,0,25,2,5,0.0,2,2.0,3
3981,1,1,66,2,0,0.0,0,3.0,5
3982,1,1,55,2,4,9.0,1,2.0,5
3983,1,0,31,2,5,0.0,2,4.0,5
3984,0,0,41,2,0,0.0,2,4.0,1
3985,1,1,59,2,0,1.0,0,4.0,5
3986,0,1,39,2,6,8.0,1,2.0,5
3987,1,2,48,2,4,0.0,2,2.0,0
3988,1,1,79,0,7,9.0,2,3.0,5
3989,0,0,43,0,9,0.0,2,1.0,5
3990,1,0,26,0,1,1.0,2,1.0,5
3991,0,1,66,2,2,0.0,0,3.0,5
3992,1,0,26,2,3,7.0,2,5.0,4
3993,0,1,36,0,2,4.0,1,3.0,6
3994,0,0,38,2,2,3.0,2,1.0,1
3995,1,1,81,0,4,0.0,2,1.0,5
3996,0,0,25,0,2,5.0,2,3.0,3
3997,1,0,42,2,0,0.0,2,1.0,3
3998,1,0,32,0,5,0.0,2,5.0,5
3999,1,0,28,2,5,9.0,2,1.0,5
4000,1,0,29,0,3,1.0,2,4.0,3
4001,0,0,28,0,5,7.0,2,4.0,5
4002,1,0,26,2,5,8.0,2,5.0,5
4003,0,1,50,2,1,1.0,2,2.0,6
4004,1,1,70,2,7,1.0,2,2.0,5
4005,0,0,38,0,2,0.0,2,1.0,3
4006,1,0,39,0,0,1.0,2,1.0,3
4007,1,1,60,2,0,0.0,0,2.0,5
4008,0,1,68,0,7,1.0,2,2.0,3
4009,1,1,47,2,0,0.0,2,1.0,5
4010,1,1,46,0,0,1.0,1,3.0,5
4011,1,1,42,2,0,6.0,2,3.0,5
4012,0,1,48,2,0,0.0,0,5.0,3
4013,0,0,53,0,7,1.0,2,3.0,5
4014,1,1,65,2,3,0.0,0,2.0,5
4015,1,0,26,0,1,0.0,2,4.0,5
4016,1,0,35,2,1,0.0,2,1.0,5
4017,0,1,86,0,7,0.0,1,2.0,5
4018,0,0,30,2,1,1.0,2,4.0,1
4019,1,1,43,0,4,8.0,2,3.0,5
4020,0,1,38,2,0,4.0,2,1.0,5
4021,0,1,66,2,7,1.0,1,2.0,5
4022,0,1,74,2,1,1.0,2,2.0,5
4023,1,1,89,0,7,0.0,2,1.0,5
4024,1,0,30,2,1,10.0,2,4.0,5
4025,1,1,33,0,4,0.0,1,5.0,2
4026,0,1,37,2,6,3.0,1,3.0,5
4027,1,1,69,0,7,0.0,1,2.0,5
4028,0,1,51,2,2,6.0,0,2.0,5
4029,1,0,19,0,0,10.0,2,3.0,5
4030,1,1,45,2,3,0.0,0,2.0,3
4031,0,0,32,0,1,0.0,2,5.0,3
4032,0,0,22,0,1,3.0,2,4.0,1
4033,0,0,26,0,2,1.0,2,6.0,5
4034,0,1,43,2,0,0.0,1,3.0,5
4035,1,0,19,0,5,7.0,2,2.0,5
4036,1,1,48,2,0,1.0,0,3.0,5
4037,0,0,20,0,8,1.0,2,2.0,2
4038,0,0,31,2,3,9.0,2,3.0,6
4039,1,0,25,2,0,9.0,2,3.0,5
4040,1,1,41,2,5,8.0,2,3.0,5
4041,1,1,36,2,4,9.0,1,3.0,5
4042,1,1,48,2,0,1.0,1,5.0,1
4043,1,0,27,0,0,1.0,2,1.0,5
4044,1,0,35,2,7,1.0,2,1.0,3
4045,0,1,39,2,1,0.0,0,3.0,5
4046,1,1,38,0,4,0.0,0,3.0,5
4047,0,1,57,2,0,7.0,0,3.0,5
4048,1,0,38,2,0,1.0,2,1.0,5
4049,1,1,80,0,0,1.0,2,2.0,5
4050,1,1,57,2,3,0.0,0,2.0,5
4051,1,1,61,2,3,9.0,0,2.0,5
4052,1,0,29,2,5,5.0,2,4.0,1
4053,0,0,23,0,5,1.0,2,4.0,5
4054,0,1,83,0,7,1.0,2,1.0,5
4055,1,1,37,2,3,0.0,0,3.0,5
4056,1,1,35,0,0,0.0,2,6.0,3
4057,1,1,41,2,1,9.0,0,2.0,5
4058,0,1,38,2,0,0.0,0,2.0,5
4059,1,1,81,0,3,1.0,2,1.0,5
4060,0,1,58,2,6,2.0,2,1.0,5
4061,0,0,38,0,2,8.0,2,1.0,3
4062,1,1,18,0,1,10.0,2,2.0,5
4063,1,0,37,2,0,1.0,2,4.0,5
4064,1,1,43,0,0,4.0,0,2.0,5
4065,0,0,36,2,1,4.0,2,1.0,1
4066,0,1,76,2,7,0.0,1,2.0,5
4067,1,0,33,0,3,14.0,2,1.0,5
4068,1,1,43,0,4,1.0,1,5.0,3
4069,1,1,47,0,4,1.0,1,7.0,1
4070,1,1,81,0,7,8.0,2,2.0,5
4071,1,0,27,2,0,10.0,2,3.0,5
4072,0,0,38,2,1,4.0,2,3.0,5
4073,0,0,19,1,5,9.0,2,4.0,2
4074,1,1,37,2,4,0.0,0,5.0,5
4075,1,0,47,0,3,1.0,2,1.0,3
4076,0,0,33,2,2,0.0,2,5.0,6
4077,1,1,51,0,3,1.0,0,5.0,3
4078,0,1,86,0,7,1.0,1,2.0,5
4079,0,1,56,2,3,1.0,0,2.0,5
4080,1,1,59,2,0,3.0,0,2.0,5
4081,1,1,33,2,1,0.0,0,2.0,5
4082,0,0,31,0,9,0.0,2,2.0,2
4083,0,1,71,0,0,0.0,1,2.0,3
4084,0,0,32,0,3,3.0,2,6.0,3
4085,1,1,26,0,0,3.0,2,2.0,5
4086,1,2,89,0,7,1.0,1,2.0,5
4087,1,1,70,2,0,1.0,2,2.0,5
4088,1,1,30,0,4,5.0,1,4.0,5
4089,1,1,37,0,4,9.0,1,6.0,5
4090,0,0,30,2,1,0.0,2,9.0,3
4091,0,0,23,0,1,0.0,2,3.0,5
4092,0,0,42,2,0,0.0,2,2.0,0
4093,1,1,48,0,4,1.0,1,4.0,0
4094,1,0,28,2,5,0.0,2,7.0,5
4095,0,1,65,2,0,3.0,0,2.0,5
4096,0,0,28,0,1,0.0,2,5.0,2
4097,1,1,85,2,7,0.0,2,1.0,5
4098,1,1,35,2,0,4.0,0,2.0,1
4099,0,0,27,0,2,1.0,2,1.0,3
4100,1,1,68,2,3,0.0,2,3.0,1
4101,1,1,52,0,2,0.0,0,6.0,3
4102,1,0,20,0,5,5.0,2,5.0,1
4103,1,1,35,2,0,7.0,2,3.0,5
4104,0,0,21,2,5,0.0,2,4.0,0
4105,0,0,42,0,3,1.0,2,3.0,5
4106,0,1,50,2,0,0.0,0,2.0,5
4107,1,0,25,0,9,0.0,2,1.0,3
4108,0,0,32,0,0,1.0,2,6.0,3
4109,1,0,19,0,5,8.0,2,5.0,1
4110,1,0,27,2,5,1.0,2,3.0,5
4111,0,1,55,2,0,1.0,0,3.0,5
4112,0,0,22,0,7,8.0,2,1.0,5
4113,1,1,40,0,9,0.0,0,2.0,2
4114,0,0,46,2,0,1.0,2,1.0,2
4115,1,1,65,2,3,3.0,2,3.0,5
4116,0,0,18,0,5,0.0,2,4.0,5
4117,0,1,53,2,0,2.0,0,4.0,5
4118,1,2,35,2,0,5.0,2,1.0,5
4119,1,1,59,0,4,0.0,2,5.0,3
4120,0,0,32,2,5,8.0,2,3.0,5
4121,1,1,39,2,0,1.0,0,3.0,5
4122,1,1,88,0,0,7.0,2,1.0,5
4123,1,1,61,2,4,9.0,1,3.0,5
4124,1,0,31,2,5,1.0,2,4.0,5
4125,1,1,58,2,0,1.0,0,4.0,5
4126,0,0,27,2,8,3.0,2,3.0,5
4127,0,1,51,2,2,1.0,0,2.0,5
4128,0,1,48,2,2,0.0,1,4.0,5
4129,1,0,25,2,4,3.0,2,3.0,5
4130,1,1,89,0,4,0.0,1,2.0,5
4131,0,2,51,2,0,0.0,2,4.0,1
4132,0,0,40,2,0,6.0,2,1.0,5
4133,1,0,56,2,0,2.0,2,1.0,5
4134,1,1,36,2,3,9.0,1,3.0,5
4135,0,0,38,2,1,5.0,2,5.0,1
4136,1,1,47,2,3,1.0,2,4.0,5
4137,1,1,61,2,0,1.0,0,4.0,5
4138,1,1,89,2,7,0.0,1,2.0,5
4139,1,1,55,0,6,2.0,2,1.0,2
4140,1,1,88,0,9,0.0,1,3.0,5
4141,0,1,43,2,0,4.0,0,2.0,5
4142,1,0,28,0,1,10.0,2,3.0,5
4143,1,1,42,0,3,0.0,0,4.0,3
4144,1,0,33,2,0,1.0,2,1.0,3
4145,0,1,60,0,7,0.0,1,2.0,5
4146,1,0,59,2,0,1.0,2,1.0,5
4147,1,0,31,2,5,0.0,2,1.0,4
4148,0,0,31,2,0,2.0,2,1.0,5
4149,1,1,43,2,1,14.0,2,2.0,5
4150,0,0,42,2,8,10.0,2,3.0,5
4151,1,1,29,0,3,7.0,0,2.0,2
4152,0,0,53,2,0,3.0,2,1.0,3
4153,0,0,21,0,5,8.0,2,7.0,1
4154,1,0,41,2,3,7.0,2,2.0,0
4155,1,1,48,2,1,0.0,0,3.0,2
4156,1,0,31,0,5,1.0,2,4.0,5
4157,1,0,26,2,1,4.0,2,3.0,1
4158,0,0,18,0,5,0.0,2,5.0,3
4159,0,0,19,0,5,8.0,2,1.0,5
4160,1,1,42,2,4,1.0,1,3.0,5
4161,0,1,52,0,2,9.0,0,5.0,3
4162,0,1,50,2,0,4.0,0,2.0,4
4163,0,1,75,2,9,0.0,1,2.0,5
4164,1,1,71,2,4,0.0,1,3.0,5
4165,0,1,59,0,3,8.0,0,2.0,5
4166,1,1,29,0,4,1.0,1,3.0,5
4167,1,1,43,0,4,4.0,0,5.0,3
4168,0,0,52,2,0,1.0,2,1.0,5
4169,1,1,36,2,6,0.0,0,2.0,2
4170,0,0,59,2,1,0.0,2,4.0,5
4171,0,0,39,2,0,0.0,2,1.0,3
4172,1,1,39,2,3,1.0,0,2.0,5
4173,0,1,46,2,3,5.0,2,2.0,5
4174,1,0,33,0,8,0.0,2,4.0,2
4175,1,1,53,2,4,0.0,1,4.0,5
4176,0,2,50,2,0,8.0,0,1.0,5
4177,0,1,62,2,0,1.0,2,1.0,5
4178,1,1,46,2,0,1.0,0,5.0,1
4179,1,0,62,2,3,1.0,2,4.0,1
4180,0,0,31,2,5,0.0,2,2.0,3
4181,0,0,25,0,0,1.0,2,3.0,5
4182,1,0,23,0,8,0.0,2,1.0,7
4183,1,0,22,0,8,3.0,2,6.0,2
4184,0,1,47,2,0,1.0,1,6.0,5
4185,1,0,25,0,3,5.0,2,2.0,5
4186,0,0,30,0,0,0.0,2,1.0,5
4187,1,1,27,0,4,0.0,2,6.0,5
4188,1,1,38,2,3,2.0,0,3.0,2
4189,0,0,33,0,9,0.0,2,1.0,6
4190,0,1,46,0,0,5.0,2,5.0,5
4191,0,1,37,2,0,1.0,2,2.0,5
4192,0,1,41,2,0,0.0,0,2.0,5
4193,0,0,29,0,0,1.0,2,1.0,2
4194,0,0,19,0,3,1.0,2,5.0,5
4195,1,1,82,0,4,1.0,1,2.0,3
4196,0,1,48,2,1,1.0,2,1.0,2
4197,1,1,67,2,0,1.0,1,2.0,5
4198,0,1,77,2,7,0.0,1,2.0,5
4199,1,2,56,2,0,1.0,0,2.0,5
4200,1,1,69,2,4,0.0,2,1.0,5
4201,1,1,40,2,0,0.0,2,3.0,5
4202,1,1,61,2,0,0.0,2,1.0,5
4203,1,1,46,2,0,0.0,0,5.0,5
4204,0,2,31,0,1,1.0,2,4.0,5
4205,1,1,39,2,0,0.0,0,3.0,5
4206,0,1,89,2,0,0.0,1,3.0,5
4207,1,1,30,0,0,0.0,0,3.0,5
4208,0,2,59,2,0,1.0,0,4.0,5
4209,0,1,47,2,2,0.0,0,2.0,5
4210,0,0,22,0,5,0.0,2,3.0,2
4211,0,0,42,2,0,7.0,2,3.0,5
4212,1,1,69,2,0,0.0,1,2.0,5
4213,0,0,30,2,3,0.0,2,5.0,0
4214,1,1,39,0,4,12.0,1,7.0,5
4215,1,0,27,0,0,1.0,2,1.0,3
4216,1,1,30,0,2,1.0,0,3.0,3
4217,1,1,47,2,4,7.0,1,4.0,5
4218,0,1,81,0,7,0.0,1,2.0,5
4219,1,1,42,0,1,0.0,0,3.0,5
4220,0,0,43,2,0,1.0,2,1.0,3
4221,0,0,31,0,3,11.0,2,5.0,6
4222,0,1,39,2,0,8.0,0,3.0,5
4223,0,1,57,2,0,0.0,0,4.0,3
4224,1,1,35,2,9,0.0,2,2.0,5
4225,1,0,43,2,1,0.0,2,1.0,5
4226,0,0,31,0,5,0.0,2,3.0,5
4227,0,0,28,2,2,1.0,2,6.0,1
4228,1,1,58,2,0,0.0,0,2.0,3
4229,1,1,71,2,7,0.0,1,2.0,5
4230,0,1,36,2,6,0.0,0,2.0,5
4231,0,0,43,2,0,1.0,2,3.0,5
4232,1,1,69,2,0,1.0,2,2.0,5
4233,0,1,50,2,0,1.0,0,4.0,5
4234,0,0,40,2,5,6.0,2,2.0,5
4235,0,1,43,2,2,9.0,0,2.0,5
4236,1,0,37,0,3,0.0,2,1.0,5
4237,1,1,35,2,0,0.0,0,1.0,5
4238,0,1,65,2,7,0.0,1,3.0,5
4239,0,1,46,2,0,0.0,0,4.0,2
4240,1,1,35,0,3,1.0,0,4.0,3
4241,0,1,86,0,7,0.0,1,2.0,5
4242,1,0,63,0,3,7.0,2,1.0,5
4243,0,1,40,2,0,9.0,0,5.0,5
4244,0,1,55,2,0,10.0,2,1.0,5
4245,1,0,37,2,5,1.0,2,4.0,3
4246,1,0,31,2,0,0.0,2,1.0,5
4247,1,0,28,2,5,4.0,2,4.0,5
4248,0,1,48,2,2,1.0,1,3.0,5
4249,1,0,38,2,0,0.0,2,2.0,5
4250,0,0,48,0,3,0.0,2,1.0,5
4251,0,1,79,2,7,4.0,1,1.0,5
4252,1,1,81,2,7,1.0,2,1.0,5
4253,0,0,21,0,8,1.0,2,8.0,5
4254,0,0,33,2,5,1.0,2,2.0,5
4255,1,0,38,2,0,0.0,2,2.0,5
4256,0,1,37,2,0,0.0,0,3.0,5
4257,0,0,33,2,0,10.0,2,1.0,6
4258,1,1,38,2,0,8.0,0,2.0,3
4259,0,1,39,2,0,1.0,0,4.0,5
4260,0,1,59,2,0,0.0,1,2.0,5
4261,0,1,57,2,0,0.0,0,4.0,1
4262,1,1,80,2,7,1.0,2,1.0,5
4263,1,1,42,0,3,6.0,2,3.0,5
4264,0,0,29,0,2,9.0,2,2.0,3
4265,0,1,63,2,0,1.0,2,2.0,5
4266,1,0,33,2,3,9.0,2,6.0,5
4267,1,0,22,0,5,8.0,2,4.0,5
4268,1,1,36,2,0,8.0,0,2.0,5
4269,1,1,35,2,3,6.0,2,5.0,2
4270,0,1,29,2,5,6.0,0,2.0,5
4271,0,1,31,2,5,0.0,2,1.0,0
4272,1,1,38,2,0,0.0,2,4.0,2
4273,1,0,22,0,5,9.0,2,8.0,5
4274,0,1,57,2,0,1.0,0,3.0,3
4275,0,1,42,0,2,1.0,0,6.0,3
4276,1,0,78,2,3,0.0,2,1.0,5
4277,0,1,77,2,7,6.0,1,2.0,5
4278,1,1,79,2,7,1.0,1,2.0,5
4279,1,1,53,2,5,3.0,1,4.0,6
4280,0,1,42,2,0,1.0,2,2.0,5
4281,0,0,72,2,0,1.0,2,2.0,1
4282,1,1,71,0,4,1.0,0,2.0,5
4283,0,0,25,0,2,9.0,2,1.0,5
4284,1,1,74,2,7,0.0,1,2.0,5
4285,1,1,61,2,4,0.0,2,3.0,5
4286,1,1,48,2,1,5.0,0,3.0,4
4287,0,0,28,0,5,0.0,2,4.0,5
4288,0,1,43,2,3,0.0,0,2.0,1
4289,1,1,82,2,7,0.0,1,2.0,5
4290,1,1,40,2,0,14.0,2,1.0,5
4291,1,0,32,0,5,9.0,2,3.0,5
4292,1,0,27,2,5,0.0,2,4.0,5
4293,1,2,55,2,3,0.0,0,5.0,5
4294,0,0,21,0,5,3.0,2,2.0,3
4295,0,0,28,0,3,10.0,2,2.0,5
4296,1,1,43,2,0,3.0,0,3.0,5
4297,0,1,38,0,2,0.0,0,5.0,2
4298,1,1,63,2,0,5.0,0,4.0,5
4299,1,1,25,2,0,3.0,0,2.0,5
4300,1,1,41,2,0,8.0,0,3.0,5
4301,1,0,27,2,1,0.0,2,1.0,3
4302,1,1,37,2,0,1.0,0,3.0,5
4303,1,1,86,2,5,0.0,2,1.0,5
4304,1,1,56,0,4,1.0,1,8.0,3
4305,0,0,27,2,6,9.0,2,1.0,5
4306,0,0,22,0,5,8.0,2,4.0,5
4307,1,1,35,2,1,5.0,1,2.0,5
4308,1,0,31,0,5,2.0,2,2.0,4
4309,1,1,40,2,0,1.0,0,4.0,5
4310,0,1,43,2,0,0.0,2,2.0,5
4311,0,1,38,0,2,9.0,2,2.0,5
4312,1,1,84,2,7,0.0,2,1.0,3
4313,0,0,28,0,3,1.0,2,4.0,5
4314,0,0,39,0,2,2.0,2,1.0,2
4315,0,0,48,2,0,1.0,2,1.0,2
4316,0,1,41,2,0,8.0,0,2.0,5
4317,0,0,29,0,5,0.0,2,3.0,5
4318,1,1,45,0,0,1.0,0,3.0,5
4319,0,1,45,2,0,0.0,1,5.0,5
4320,0,0,41,2,3,5.0,2,2.0,5
4321,0,1,28,0,6,9.0,1,3.0,5
4322,1,0,20,1,5,0.0,2,3.0,5
4323,0,1,69,2,7,1.0,1,2.0,5
4324,1,1,53,2,0,1.0,0,3.0,5
4325,1,2,47,1,4,1.0,0,5.0,3
4326,0,1,81,2,7,1.0,1,2.0,5
4327,1,1,48,2,1,9.0,0,5.0,5
4328,0,1,45,2,0,8.0,0,2.0,5
4329,0,1,28,0,3,0.0,0,2.0,3
4330,1,1,57,0,3,0.0,1,3.0,3
4331,1,1,51,2,0,0.0,1,3.0,5
4332,1,0,27,0,3,0.0,2,3.0,2
4333,0,0,27,2,3,8.0,2,3.0,5
4334,1,1,30,2,5,1.0,1,2.0,3
4335,0,0,21,0,5,1.0,2,4.0,5
4336,1,0,38,2,3,1.0,2,2.0,1
4337,1,1,57,0,8,1.0,1,3.0,5
4338,0,1,78,2,7,1.0,1,2.0,5
4339,0,1,46,2,6,8.0,0,3.0,2
4340,1,1,75,0,4,1.0,1,2.0,5
4341,0,1,39,2,6,0.0,2,1.0,2
4342,1,2,61,2,0,1.0,0,5.0,5
4343,0,1,52,2,2,4.0,2,1.0,2
4344,0,0,25,0,6,0.0,2,3.0,1
4345,0,1,37,2,0,0.0,0,3.0,6
4346,1,1,31,2,5,2.0,2,2.0,5
4347,0,0,18,0,5,1.0,2,4.0,5
4348,1,0,36,2,2,0.0,2,2.0,2
4349,0,1,59,2,0,3.0,1,5.0,0
4350,1,1,39,2,0,0.0,0,2.0,5
4351,0,1,52,1,2,1.0,2,1.0,3
4352,0,0,25,2,0,9.0,2,1.0,5
4353,0,1,47,0,0,7.0,2,1.0,5
4354,1,1,32,2,3,1.0,2,2.0,5
4355,0,1,38,0,1,1.0,0,2.0,3
4356,1,1,52,2,0,3.0,0,4.0,5
4357,1,0,21,0,5,0.0,2,6.0,2
4358,1,1,70,0,7,0.0,2,1.0,5
4359,1,0,31,0,5,8.0,2,4.0,5
4360,0,0,23,0,1,0.0,2,4.0,5
4361,1,0,33,0,8,1.0,2,3.0,3
4362,1,1,37,2,8,0.0,1,2.0,5
4363,0,1,77,2,7,1.0,1,2.0,5
4364,0,1,42,2,2,8.0,2,2.0,2
4365,1,1,73,2,5,1.0,0,3.0,5
4366,0,1,40,2,2,1.0,0,6.0,3
4367,0,0,33,2,0,0.0,2,3.0,2
4368,0,2,22,0,1,6.0,1,3.0,5
4369,0,1,43,2,9,1.0,2,2.0,5
4370,0,2,29,0,5,1.0,2,4.0,5
4371,1,2,37,2,1,8.0,2,6.0,5
4372,1,1,59,2,0,1.0,2,2.0,5
4373,0,0,32,0,5,8.0,2,4.0,5
4374,0,0,42,0,6,0.0,2,1.0,2
4375,0,1,46,2,0,1.0,2,1.0,5
4376,1,1,53,2,3,1.0,2,3.0,1
4377,1,1,41,2,0,1.0,0,3.0,5
4378,1,0,21,0,5,1.0,2,3.0,3
4379,1,1,62,0,4,0.0,1,2.0,3
4380,1,0,31,0,5,0.0,2,1.0,5
4381,0,0,58,2,2,1.0,2,1.0,5
4382,1,1,36,2,0,4.0,2,1.0,5
4383,0,0,28,2,3,0.0,2,2.0,5
4384,0,1,47,2,1,1.0,0,4.0,5
4385,0,0,36,0,2,9.0,2,1.0,3
4386,1,0,36,2,0,0.0,2,1.0,5
4387,0,2,33,2,5,0.0,2,5.0,2
4388,0,1,46,2,0,0.0,1,4.0,5
4389,1,1,49,2,0,0.0,0,2.0,6
4390,1,0,33,0,5,0.0,2,5.0,5
4391,0,1,49,2,6,8.0,0,2.0,5
4392,1,1,25,2,0,9.0,2,4.0,5
4393,1,1,80,2,4,3.0,2,1.0,5
4394,1,0,36,2,5,8.0,2,4.0,1
4395,1,0,26,0,2,7.0,2,1.0,5
4396,0,1,45,0,1,1.0,2,1.0,5
4397,0,1,41,2,3,0.0,0,4.0,5
4398,1,1,53,2,3,1.0,0,4.0,5
4399,1,1,41,2,0,8.0,1,2.0,1
4400,1,1,43,0,4,1.0,2,4.0,5
4401,0,1,51,2,0,1.0,0,2.0,6
4402,1,1,45,2,0,1.0,0,6.0,4
4403,1,1,57,2,1,0.0,0,4.0,5
4404,1,1,70,2,7,3.0,1,2.0,5
4405,0,1,59,0,0,1.0,2,3.0,3
4406,1,1,84,2,7,0.0,2,1.0,5
4407,0,0,30,2,5,0.0,2,5.0,1
4408,1,1,43,2,2,0.0,0,4.0,6
4409,1,1,74,0,7,0.0,2,1.0,5
4410,1,0,33,0,8,0.0,2,3.0,2
4411,0,1,63,2,8,2.0,2,1.0,5
4412,1,1,41,2,4,0.0,1,5.0,5
4413,0,1,60,0,7,1.0,0,3.0,5
4414,1,1,62,2,0,0.0,0,1.0,3
4415,1,0,31,2,1,3.0,2,4.0,5
4416,0,1,28,2,6,9.0,0,2.0,2
4417,0,1,37,0,3,1.0,0,2.0,3
4418,1,1,70,0,7,0.0,1,2.0,5
4419,1,1,78,0,3,0.0,2,2.0,5
4420,1,0,19,0,9,9.0,2,3.0,3
4421,0,0,38,2,0,8.0,2,8.0,1
4422,1,0,19,0,3,0.0,2,3.0,5
4423,0,1,28,0,1,9.0,2,1.0,6
4424,0,1,73,0,4,0.0,2,3.0,3
4425,1,0,21,0,5,7.0,2,4.0,2
4426,1,0,59,0,3,0.0,2,1.0,2
4427,1,1,42,2,0,0.0,0,3.0,5
4428,1,1,55,2,6,0.0,2,4.0,5
4429,1,1,41,2,0,0.0,2,2.0,5
4430,1,1,48,2,3,1.0,2,1.0,3
4431,1,1,72,2,4,1.0,1,4.0,5
4432,1,1,52,0,0,0.0,0,6.0,5
4433,0,0,25,2,9,8.0,2,1.0,5
4434,1,1,80,0,7,0.0,1,2.0,5
4435,1,1,83,0,4,0.0,2,7.0,5
4436,1,1,48,2,0,1.0,0,2.0,7
4437,0,1,47,2,1,1.0,0,2.0,3
4438,0,1,47,2,1,1.0,0,2.0,3
4439,0,1,83,0,7,1.0,1,2.0,5
4440,0,1,38,0,2,1.0,2,1.0,3
4441,1,0,29,2,5,3.0,2,3.0,3
4442,1,1,50,2,3,0.0,0,4.0,5
4443,0,1,52,0,2,6.0,0,4.0,3
4444,1,1,67,0,7,0.0,1,2.0,5
4445,1,0,33,2,3,1.0,2,8.0,3
4446,1,1,36,0,4,1.0,1,6.0,3
4447,1,1,65,0,3,7.0,0,4.0,3
4448,0,0,25,0,8,1.0,2,9.0,4
4449,1,1,27,0,3,4.0,2,4.0,2
4450,1,1,51,0,2,0.0,0,3.0,5
4451,0,0,42,2,3,1.0,2,1.0,5
4452,1,1,46,2,0,0.0,0,4.0,5
4453,0,0,23,0,5,1.0,2,3.0,2
4454,1,1,80,2,7,0.0,1,2.0,5
4455,0,1,40,2,3,12.0,2,6.0,5
4456,0,1,48,2,0,0.0,0,2.0,5
4457,0,0,55,2,0,3.0,2,1.0,5
4458,1,1,36,2,3,1.0,2,3.0,2
4459,1,1,41,2,0,12.0,0,2.0,5
4460,0,0,32,2,0,0.0,2,3.0,5
4461,1,1,37,2,3,8.0,0,2.0,1
4462,1,0,30,0,5,0.0,2,2.0,3
4463,0,1,79,2,7,1.0,2,1.0,5
4464,1,1,65,2,0,0.0,0,4.0,1
4465,1,1,49,2,4,0.0,1,4.0,5
4466,1,1,53,2,0,1.0,0,4.0,1
4467,1,0,20,0,5,8.0,2,5.0,5
4468,0,1,78,0,7,1.0,1,2.0,5
4469,1,0,32,2,1,6.0,2,5.0,5
4470,1,0,23,0,5,3.0,2,2.0,3
4471,0,0,30,0,2,0.0,2,3.0,5
4472,1,1,45,2,3,0.0,2,4.0,1
4473,1,1,25,0,5,1.0,0,2.0,5
4474,0,0,20,0,5,0.0,2,4.0,5
4475,0,1,28,1,6,6.0,0,3.0,2
4476,0,0,27,2,5,1.0,2,3.0,6
4477,1,0,19,0,5,0.0,2,3.0,1
4478,0,0,27,0,1,1.0,2,1.0,7
4479,0,0,26,2,5,0.0,2,4.0,1
4480,1,1,55,0,0,0.0,0,2.0,5
4481,0,1,41,0,2,8.0,0,3.0,5
4482,1,0,25,0,5,0.0,2,4.0,5
4483,0,1,67,2,0,1.0,0,2.0,5
4484,0,1,25,0,2,0.0,0,2.0,5
4485,1,1,26,0,1,9.0,2,6.0,5
4486,0,1,37,2,0,4.0,2,1.0,2
4487,1,0,42,2,1,1.0,2,1.0,5
4488,0,0,31,2,5,6.0,2,4.0,1
4489,0,0,20,0,5,0.0,2,3.0,5
4490,1,1,51,2,3,0.0,1,4.0,5
4491,1,0,33,2,5,8.0,2,4.0,1
4492,0,0,55,2,0,1.0,2,1.0,5
4493,1,0,22,0,5,1.0,2,3.0,5
